PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-07-05,18:10:44.51,1,1,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.57274,-1.507417,-3.959479,2243.96571,228.796055,1:45,5.98338,3.22589,5.45158,-23.50438,16.03879,16.63339,2.6098,0.89939,77.01505,-5.922929,-1.006417,0.452592,,,,,,,,,,,,-9.59642,8.96941,-2.88768,50,5.8344,7.83233,-123.70847,-4.01698,-14.64535,28.17672,-18.48559,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,4757a070-59f5-11f0-9ab5-315b1766d2a4,83.28121,,,8.55769,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:10:44.51,2025-07-05T18:10:44.5171200-05:00,2025-07-05T23:10:44.5171200Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,d67173e4-555d-4f68-8520-a73d81f12d6a,55.04364,-124.85196,14.08836,5.9822,-3.26678,-9.2428,-3.2176,8.42668,-7.32267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-07-05,18:10:55.35,1,2,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,0,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.66447,-2.801458,-5.637531,2206.115172,226.638532,1:30,5.79969,3.22011,5.57597,-21.75753,16.78048,16.24351,1.35522,-0.70871,78.14923,-6.894916,-2.758485,0.446803,,,,,,,,,,,,-10.11504,9.81245,-2.74479,50,5.54349,11.65671,-124.97565,-6.82999,-15.76905,28.5463,-16.87673,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,4ddd3e50-59f5-11f0-9ab5-315b1766d2a4,84.3603,,,8.51525,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:10:55.35,2025-07-05T18:10:55.3521664-05:00,2025-07-05T23:10:55.3521664Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,f5f785d6-5b8d-456f-88a7-9ca50af334e2,54.92252,-126.09501,14.27315,5.79834,-6.16822,-8.43836,-3.214,12.27505,-7.88452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-07-05,18:11:06.93,1,3,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,1,1,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.16077,-1.052436,-5.236513,2215.488934,236.234764,1:45,5.85162,3.26553,5.4204,-25.26308,13.45804,18.16446,2.7563,-0.13953,78.31774,-5.747616,-2.022649,0.447863,75.43562,41.576666,117.736572,5571.022157,,,,,57.01136,,,-10.66182,7.45335,-2.81264,50,5.74051,10.6301,-124.54189,-3.15104,-16.68489,25.86032,-20.51017,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,54c26150-59f5-11f0-9ab5-315b1766d2a4,84.16057,45.98887,,7.84302,,,,-0.06145,2.5507,0.10461,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:11:06.93,2025-07-05T18:11:06.9357568-05:00,2025-07-05T23:11:06.9357568Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,590c62f9-ef3f-4b7a-967f-31f0d121b9f9,55.07809,-125.59189,12.93016,5.85155,-2.31826,-10.25509,-3.25801,11.30755,-8.34244,,-0.06145,-38.51987,0.05365,0.87711,-0.11173,-0.41529,0.33061,0.12261,-0.16005,2.5507,73.42242,-25.8309,2.8911,-0.67772,0.42555,-0.29376,0.00421,0.06662,0.10461,73.25488,-19.91288,5.26812,-0.88006,-0.45469,0.34751,0.33463,-0.30047,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
4,2025-07-05,18:11:24.61,1,4,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,1,2,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.16626,-2.410696,-4.78492,2290.495676,226.855579,1:30,6.07684,2.87197,5.50049,-19.35631,16.57312,16.41438,2.19986,-0.24597,81.35487,-6.039297,-1.873599,0.431416,80.68757,26.424101,30.384389,4619.751942,87.7012,40.55225,66.39628,261.49838,239.7722,45.414392,3.510509,-9.68197,9.40296,-2.46466,50,5.85264,10.0808,-128.95335,-6.08317,-16.29414,26.95201,-16.3495,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,5f4c9780-59f5-11f0-9ab5-315b1766d2a4,87.36907,43.10319,,7.81139,,,,0.47593,2.19994,0.35209,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:11:24.61,2025-07-05T18:11:24.6105088-05:00,2025-07-05T23:11:24.6105088Z,LineDrive,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,9623ab90-6d77-48b2-b35b-79d4d7db604d,54.99904,-129.99398,13.476,6.07533,-5.45191,-8.17475,-2.86603,10.70992,-8.14707,,0.4757,91.43185,-20.92071,5.32924,-1.44624,0.44101,-0.12709,0.02293,-0.00169,2.20032,52.6495,-18.58959,0.93722,0.27961,-0.24878,0.09425,-0.01707,0.00119,0.35198,53.60791,2.37487,-1.92897,0.62129,-0.11346,0.00691,0.00169,-0.00026,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
5,2025-07-05,18:12:05.92,1,5,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,1,2,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,73.49021,0.439261,-4.347938,1909.372641,298.356131,4:00,5.62961,3.38161,5.41522,-57.542,-4.15693,11.10119,1.24714,0.22576,67.16514,-10.016527,-2.376218,0.525874,,,,,,,,,,,,-6.99241,-1.81347,-3.00279,50,5.62813,7.68689,-106.36797,-1.00159,-7.92357,20.104,-34.229,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,77e855e0-59f5-11f0-9ab5-315b1766d2a4,71.67586,,,6.32507,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:12:05.92,2025-07-05T18:12:05.9278336-05:00,2025-07-05T23:12:05.9278336Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,4f9a06bb-11cd-457f-b11b-0c1f74473088,55.08551,-107.32485,10.052,5.63703,0.62759,-17.1145,-3.37763,8.06403,-3.96178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-07-05,18:12:25.83,1,6,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,1,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.08568,-1.772193,-2.726857,2183.317529,238.830139,2:00,5.85637,3.08452,5.68633,-26.59183,11.22875,16.23091,1.98619,1.89358,78.4465,-6.741505,0.174508,0.442624,,,,,,,,,,,,-9.30453,6.68107,-2.86589,50,5.69064,5.34158,-126.13421,-4.78477,-14.70255,30.24336,-21.61698,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,83c8cd40-59f5-11f0-9ab5-315b1766d2a4,85.1567,,,8.63918,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:12:25.83,2025-07-05T18:12:25.8349056-05:00,2025-07-05T23:12:25.8349056Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,861b8c67-c74a-4622-a80e-7dbbfe09997c,54.81284,-127.28295,15.12168,5.85679,-3.96368,-10.80849,-3.07939,5.90004,-7.35127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-07-05,18:12:40.80,1,7,"Thompson, Tyree",670401,Right,MIS_MUD,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,2,2,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,87.77952,-0.651288,-4.421359,2222.967059,231.988573,1:45,5.91671,2.92762,5.62254,-24.75257,12.26587,14.07678,3.24439,-0.03342,79.64649,-5.271051,-1.91744,0.437906,87.45378,2.468612,-1.41433,1490.964348,,,,68.3693,61.99909,-0.054124,0.564433,-8.46162,6.77567,-2.55939,50,5.84532,9.21901,-127.0454,-2.27709,-13.74109,27.5844,-21.17082,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,8cba13f0-59f5-11f0-9ab5-315b1766d2a4,86.07436,3.6076,,8.13304,,,,1.05235,3.24479,0.03535,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:12:40.80,2025-07-05T18:12:40.8065536-05:00,2025-07-05T23:12:40.8065536Z,GroundBall,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,8cfe83d0-6e83-4c5d-9d32-530622634c9e,54.8754,-128.09958,13.7922,5.91688,-1.46802,-10.58541,-2.92175,9.74415,-6.87055,308.874273,1.0681,127.73167,-15.09677,,,,,,,3.26309,5.08832,-19.31242,,,,,,,0.0251,-2.91727,4.91699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2025-07-05,18:13:13.94,2,1,"Thompson, Tyree",670401,Right,MIS_MUD,"Liquori, Jeff",824666,Left,WAS_WIL3,Undefined,1,Top,0,0,0,Undefined,Changeup,InPlay,Undefined,GroundBall,Out,2,0,,85.15192,-0.569439,-4.064945,2228.432938,253.431269,2:30,5.72754,3.3188,5.45948,-33.35955,6.35929,16.65084,2.41322,0.8951,77.107,-6.719961,-1.107111,0.453597,73.09054,-9.295291,5.434944,,,,,12.65406,11.63035,0.852346,0.11351,-9.65221,3.78177,-2.97201,50,5.65459,8.04508,-123.22409,-2.40178,-14.67707,27.00871,-26.4235,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,a0807c80-59f5-11f0-9ab5-315b1766d2a4,83.09684,2.32641,,8.04492,,,,0.89413,2.32641,-0.89567,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:13:13.94,2025-07-05T18:13:13.9418624-05:00,2025-07-05T23:13:13.9418624Z,GroundBall,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,55a00ae2-dd0e-4966-be8f-986aed016657,55.03834,-124.32351,13.50435,5.73047,-1.32618,-13.21175,-3.31165,8.64252,-7.33853,10.498558,0.8941,105.31903,-15.22662,,,,,,,2.32671,-17.34901,-27.76314,,,,,,,-0.89564,10.01603,-4.11985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
9,2025-07-05,18:13:51.45,3,1,"Thompson, Tyree",670401,Right,MIS_MUD,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,2,0,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.00815,-0.673895,-3.884514,2219.579102,249.02058,2:15,5.96526,3.17403,5.43728,-30.73958,7.48819,15.86859,2.77111,0.85334,78.41017,-6.361096,-1.066504,0.445001,,,,,,,,,,,,-9.183,4.40185,-2.84101,50,5.88465,7.8356,-125.84582,-2.58407,-14.50529,29.11977,-25.22095,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,b6d99de0-59f5-11f0-9ab5-315b1766d2a4,84.70194,,,8.59798,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:13:51.45,2025-07-05T18:13:51.4513920-05:00,2025-07-05T23:13:51.4513920Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,e1c34f2c-3ea9-4c2b-b988-3201d430d61b,55.05856,-127.01094,14.55989,5.96785,-1.57495,-12.61048,-3.16614,8.41597,-7.25264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-07-05,18:14:05.41,3,2,"Thompson, Tyree",670401,Right,MIS_MUD,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,2,0,1,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.71688,-0.632934,-4.391606,2225.756248,241.522035,2:00,5.82988,3.08502,5.45756,-27.31553,10.35142,16.4971,2.95936,0.34093,78.85192,-5.7176,-1.464892,0.441725,,,,,,,,,,,,-9.66619,5.82174,-2.70877,50,5.75564,8.99086,-126.77373,-2.35967,-15.48114,29.75584,-22.85011,MIS_MUD,WAS_WIL3,TrustmarkPark,Independent,FRONT,20250705-TrustmarkPark-1,bf1688b0-59f5-11f0-9ab5-315b1766d2a4,85.33018,,,8.86496,,,,,,,1a1fa575-9bea-4974-b059-3444ff1a3c4e,2025-07-05,23:14:05.41,2025-07-05T18:14:05.4190592-05:00,2025-07-05T23:14:05.4190592Z,,v3,,,,"Diaz, Victor",1000052486,Right,MIS_MUD,7703f417-812b-442e-82c2-3ed6b77be4bb,55.03776,-127.95072,14.87792,5.8311,-1.45584,-11.42506,-3.07651,9.60321,-7.74057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
