PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-06-19,17:08:32.41,1,1,"Brahms, Parker",687648,Right,EVA_OTT,"Wilder, Ethan",1000428699,Right,WAS_WIL3,Undefined,1,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.65501,-2.817817,-3.259402,2358.869753,225.645577,1:30,5.70324,2.69684,5.41475,-20.58052,16.80473,15.86942,1.34202,0.96256,79.73355,-6.668598,-0.44027,0.44007,,,,,,,,,,,,-8.97725,9.66886,-2.41849,50,5.43829,6.53196,-126.86254,-6.9291,-14.54457,27.37103,-16.50896,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,f0734680-4d59-11f0-92cb-05504268b0f0,85.65101,,,7.92146,,,,,,,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:08:32.41,2025-06-19T17:08:32.4160000-05:00,2025-06-19T22:08:32.4160000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,344bbd1e-39e4-4831-b0c6-641e88ff6207,55.084,-127.95473,13.68552,5.70164,-6.27034,-8.25448,-2.69072,7.11233,-7.27229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-06-19,17:08:47.94,1,2,"Brahms, Parker",687648,Right,EVA_OTT,"Wilder, Ethan",1000428699,Right,WAS_WIL3,Undefined,1,Top,0,1,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.32831,-1.902171,-3.304292,2440.199288,211.01537,1:00,5.80073,2.6474,5.55899,-19.1908,18.41954,10.26634,2.4207,0.41233,78.96235,-5.536703,-1.477124,0.441393,79.72422,52.638663,40.738909,5138.77319,,,,,32.51607,,,-6.22933,10.29662,-2.36878,50,5.62393,6.85516,-126.4046,-4.79331,-9.96658,28.44219,-15.69997,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,f9a0abd0-4d59-11f0-92cb-05504268b0f0,85.39435,42.58784,,8.36596,,,,1.09958,2.47428,-0.45952,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:08:47.94,2025-06-19T17:08:47.9480000-05:00,2025-06-19T22:08:47.9480000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,419d6ad1-a071-488c-95a3-121515983481,54.93827,-127.51091,14.22109,5.7985,-4.18263,-7.84998,-2.64297,7.24283,-4.98329,,1.12636,53.03617,-13.18752,,,,,,,2.49172,92.46798,-24.2235,,,,,,,-0.45576,46.20764,-4.00806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
3,2025-06-19,17:09:17.88,1,3,"Brahms, Parker",687648,Right,EVA_OTT,"Wilder, Ethan",1000428699,Right,WAS_WIL3,Undefined,1,Top,0,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.80763,0.87335,-2.442749,2622.416654,47.253399,7:30,5.85241,2.48999,4.73277,-65.26334,-9.79575,-12.528,1.24318,-0.87288,67.06582,-10.783418,-4.645354,0.536032,,,,,,,,,,,,5.45465,-4.63461,-2.23182,50,5.88198,4.98656,-105.51888,-0.65823,6.09961,19.32538,-37.35667,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,0b938ce0-4d5a-11f0-92cb-05504268b0f0,70.31746,,,5.74181,,,,,,,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:09:17.88,2025-06-19T17:09:17.8840000-05:00,2025-06-19T22:09:17.8840000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,7de9cb45-c9c5-42c5-9e7f-509e947ce557,55.76979,-106.57036,9.66269,5.86249,1.37431,-18.67834,-2.4941,4.65468,3.04981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-06-19,17:09:32.82,1,4,"Brahms, Parker",687648,Right,EVA_OTT,"Wilder, Ethan",1000428699,Right,WAS_WIL3,Undefined,1,Top,0,2,1,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.47476,-1.087583,-3.023488,2407.88429,216.687752,1:15,5.89533,2.56474,5.38523,-21.45352,16.47269,11.21532,3.08657,0.66273,78.57165,-5.132351,-1.032838,0.443242,78.12356,59.339051,56.032116,,,,,,19.65863,,,-6.62181,9.02839,-2.30246,50,5.78345,6.1838,-126.5626,-3.10403,-10.55413,30.0141,-17.78418,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,144c1050-4d5a-11f0-92cb-05504268b0f0,85.03801,38.42107,,8.90312,,,,1.24241,3.72968,-0.86029,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:09:32.82,2025-06-19T17:09:32.8210000-05:00,2025-06-19T22:09:32.8210000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,ea18adc8-e3ea-4097-8d0b-52fbdb370cd0,55.11059,-127.76881,15.00705,5.89384,-2.38931,-8.89209,-2.5595,6.60795,-5.27707,,1.24927,32.40274,-11.76019,,,,,,,3.72727,98.65051,-14.41492,,,,,,,-0.85544,48.28793,-9.37074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
5,2025-06-19,17:10:01.08,1,5,"Brahms, Parker",687648,Right,EVA_OTT,"Wilder, Ethan",1000428699,Right,WAS_WIL3,Undefined,1,Top,0,2,2,Undefined,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,88.3319,-2.191942,-3.219842,2474.371229,211.637552,1:00,5.91764,2.51798,5.48386,-20.03379,16.74993,9.52756,2.19313,0.29627,80.10668,-5.957116,-1.526076,0.436515,98.43152,13.175025,13.394852,1555.73653,105.63355,16.52039,30.68337,223.08935,223.08935,18.876639,1.958631,-5.78,9.48347,-2.24212,50,5.71189,6.77245,-127.85774,-5.549,-9.4882,28.41986,-16.60641,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,25217370-4d5a-11f0-92cb-05504268b0f0,86.34853,16.54947,,8.22522,,,,0.87968,2.15738,-0.27663,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:10:01.08,2025-06-19T17:10:01.0810000-05:00,2025-06-19T22:10:01.0810000Z,LineDrive,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,4dd211ee-16c0-4fe4-ab5d-3b583e42e969,55.01334,-128.96727,14.20993,5.91588,-4.90067,-8.30321,-2.51375,7.14288,-4.7441,265.469779,0.87968,136.74208,-21.24857,4.60284,-0.95459,0.1437,-0.01345,-0.00072,0.00027,2.15738,32.90485,-20.32715,1.92578,-0.26645,0.0296,5E-05,-0.00025,-2E-05,-0.27663,32.56366,5.98744,-3.31803,1.12478,-0.30167,0.06635,-0.01023,0.00075,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
6,2025-06-19,17:11:05.02,2,1,"Brahms, Parker",687648,Right,EVA_OTT,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,0,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.10573,2.526502,-0.265153,2617.764344,41.400458,7:30,5.92176,2.70833,4.36659,-69.95811,-12.80052,-12.8952,2.50658,1.38048,66.24101,-9.923397,-2.519414,0.544137,,,,,,,,,,,,6.14587,-6.35555,-2.66624,50,6.12232,1.00956,-104.49285,2.05587,6.76203,18.40808,-39.16679,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,4b4c1c80-4d5a-11f0-92cb-05504268b0f0,69.27011,,,5.86472,,,,,,,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:11:05.02,2025-06-19T17:11:05.0230000-05:00,2025-06-19T22:11:05.0230000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,9ca4fea3-5856-4ca3-8a68-b8e994c4826d,56.13659,-105.56837,9.20404,5.93535,4.34426,-19.5834,-2.71368,0.61447,3.38101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-06-19,17:11:22.92,2,2,"Brahms, Parker",687648,Right,EVA_OTT,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,0,1,0,Undefined,Slider,InPlay,Undefined,GroundBall,Out,2,0,,81.50635,-0.37814,-2.868369,2509.535447,133.05217,10:30,5.92867,2.53901,4.8559,-38.63975,4.88,-3.85984,2.3503,-0.50001,75.32587,-7.349577,-3.546979,0.474804,90.36902,-8.234291,42.499036,,,,,18.44269,18.34925,39.592966,0.130846,1.17843,2.85087,-2.25237,50,5.85828,6.0858,-118.20674,-2.21363,1.67842,21.12987,-28.11354,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,5618b2e0-4d5a-11f0-92cb-05504268b0f0,79.38521,2.48829,,6.18048,,,,1.53436,2.48829,0.13775,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:11:22.92,2025-06-19T17:11:22.9250000-05:00,2025-06-19T22:11:22.9250000Z,GroundBall,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,bee8c8b1-736f-4e1b-9992-e5ed9b43fa6c,55.64456,-119.21145,10.56493,5.93176,-0.87684,-14.05677,-2.53984,6.00599,0.83921,,1.53069,96.88789,,,,,,,,2.48901,-19.01691,,,,,,,,0.13438,88.7784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
8,2025-06-19,17:12:11.05,3,1,"Brahms, Parker",687648,Right,EVA_OTT,"Reed, Tyreque",676627,Right,WAS_WIL3,Undefined,1,Top,2,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.85797,-2.682631,-2.606982,2371.935168,205.620624,12:45,5.88444,2.75088,5.31197,-16.93139,21.11974,9.51859,1.95111,1.09548,79.21295,-5.881037,-0.919136,0.443972,,,,,,,,,,,,-5.51319,11.7232,-2.52156,50,5.62908,5.30843,-125.79308,-6.41793,-8.81725,25.96745,-13.42509,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,72a66bf0-4d5a-11f0-92cb-05504268b0f0,84.89833,,,7.64502,,,,,,,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:12:11.05,2025-06-19T17:12:11.0520000-05:00,2025-06-19T22:12:11.0520000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,0343e1b6-c891-4e73-8c2e-c03111f7b919,55.18585,-126.85908,12.98373,5.88124,-5.86681,-6.71255,-2.7469,5.67038,-4.40863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-06-19,17:12:28.25,3,2,"Brahms, Parker",687648,Right,EVA_OTT,"Reed, Tyreque",676627,Right,WAS_WIL3,Undefined,1,Top,2,1,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.27539,-0.307697,-2.811586,2519.413068,163.694119,11:30,5.89365,2.77174,5.06683,-34.94966,8.22209,-2.05583,2.69071,-0.05271,75.42204,-6.649745,-3.174344,0.472902,,,,,,,,,,,,0.34752,4.53181,-2.50288,50,5.83671,5.87909,-117.96381,-1.88183,0.49615,19.67009,-25.70421,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,7cc58440-4d5a-11f0-92cb-05504268b0f0,79.70451,,,5.85335,,,,,,,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:12:28.25,2025-06-19T17:12:28.2550000-05:00,2025-06-19T22:12:28.2550000Z,,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,b44836cc-17e0-468d-ba9c-273d6348bd0c,55.43274,-118.86625,9.83505,5.89599,-0.70255,-12.85211,-2.77208,5.85633,0.24808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-06-19,17:13:01.83,3,3,"Brahms, Parker",687648,Right,EVA_OTT,"Reed, Tyreque",676627,Right,WAS_WIL3,Undefined,1,Top,2,1,1,Undefined,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,80.52163,-0.536495,-3.216981,1541.742485,286.319618,3:30,5.81472,2.6617,5.59467,-45.69688,-1.70331,10.89575,1.50493,0.56292,73.53433,-8.88797,-1.271569,0.477382,86.07918,-19.883904,-48.141685,,,,,7.07504,7.07504,-35.2413,0.039426,-6.53646,-0.3174,-2.39303,50,5.73873,6.13583,-116.72302,-2.6374,-8.93518,23.84702,-32.60792,EVA_OTT,WAS_WIL3,Bosse,Independent,FRONT,20250619-Bosse-1,910d03b0-4d5a-11f0-92cb-05504268b0f0,78.95655,1.69557,,6.98729,,,,2.65008,1.69557,-0.59079,2840af44-cc3b-4187-ba9f-8f932a7ff792,2025-06-19,22:13:01.83,2025-06-19T17:13:01.8390000-05:00,2025-06-19T22:13:01.8390000Z,GroundBall,v3,,,,"Felix, Justin",8900605,Right,EVA_OTT,74c722a5-d263-4a6d-a82b-d71374bb80c2,54.90554,-117.72097,11.92351,5.82055,-1.27281,-16.30396,-2.65762,6.50975,-4.46759,,2.6493,79.3467,,,,,,,,1.69599,-43.00658,,,,,,,,-0.58991,-88.56288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
