PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-06-28,18:45:53.49,1,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.41001,-3.022123,-2.279972,2270.608829,218.82053,1:15,6.15782,1.70433,4.7607,-22.30415,16.33005,12.03477,1.42852,0.54414,79.31408,-7.135692,-0.165117,0.44736,,,,,,,,,,,,-6.63331,9.34004,-1.48688,50,5.83549,4.469,-126.38801,-7.49456,-10.6328,27.9282,-17.20255,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,07d617e0-547a-11f0-b9a5-9f0da131b877,84.25522,,,8.09594,,,,,,,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:45:53.49,2025-06-28T18:45:53.4907392-05:00,2025-06-28T23:45:53.4907392Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,3f3c37bb-cef5-4295-9a57-cc2dcb0ab366,55.73758,-127.64955,13.9641,6.15648,-6.7175,-8.60128,-1.6996,4.94929,-5.3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-06-28,18:46:05.66,1,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Chayka, Robert",1000424948,Right,WAS_WIL3,Undefined,1,Top,0,0,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,80.29746,-0.60251,-2.229406,2185.473101,111.267393,9:45,6.04271,1.80587,4.69231,-42.8803,2.59228,-2.91484,1.89686,-0.55476,73.69718,-8.3185,-2.741219,0.48534,91.81166,38.804653,14.212262,4769.18735,103.98048,79.36923,35.88937,312.74939,311.97362,27.267944,5.251519,0.80201,1.83913,-1.5767,50,5.94294,4.65505,-116.35881,-2.83705,1.09697,22.31421,-29.65856,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,0f19fcb0-547a-11f0-b9a5-9f0da131b877,77.66193,100.60833,,6.60028,,,,1.22068,1.87799,0.56361,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:46:05.66,2025-06-28T18:46:05.6638464-05:00,2025-06-28T23:46:05.6638464Z,FlyBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,64b6026b-4e1a-4eed-8dbc-fadab0410582,55.8075,-117.46724,11.1571,6.04727,-1.3638,-14.82928,-1.80657,4.60055,0.54848,207.535197,1.22246,101.69168,-23.67136,6.03654,-1.30502,0.2491,-0.03907,0.00409,-0.00019,1.88027,84.33537,-20.6919,1.18611,0.15615,-0.14891,0.04029,-0.00504,0.00024,0.56328,25.77137,1.71227,-0.74039,0.18554,-0.02704,0.00138,0.00011,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
3,2025-06-28,18:46:38.26,2,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Liquori, Jeff",824666,Left,WAS_WIL3,Undefined,1,Top,1,0,0,TwoSeamFastBall,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,86.90213,-2.028526,-2.745242,2142.178897,238.292467,2:00,6.0682,1.93125,4.61121,-27.81348,11.15319,15.98355,1.81857,0.65091,79.45901,-7.082884,0.055663,0.449281,61.86457,-20.5453,17.909379,,,,,5.83511,5.83511,8.089207,0.056163,-8.60544,6.38859,-1.66431,50,5.83398,5.27823,-125.80695,-5.55465,-13.78045,25.72162,-21.94362,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,227d84c0-547a-11f0-b9a5-9f0da131b877,83.89502,1.79427,,7.44313,,,,1.22157,1.79427,-0.65112,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:46:38.26,2025-06-28T18:46:38.2612992-05:00,2025-06-28T23:46:38.2612992Z,GroundBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,f34efcdc-170c-46aa-a012-467b23f58319,55.88842,-127.00515,12.86081,6.06893,-4.53244,-10.97181,-1.92514,5.92017,-6.89022,,1.21916,81.11253,,,,,,,,1.79522,-31.94791,,,,,,,,-0.6519,26.21329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
4,2025-06-28,18:47:28.56,3,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,2,0,0,TwoSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.71437,-0.638536,-1.323724,2131.600441,245.070668,2:15,6.06372,2.02199,4.55321,-30.07368,9.21686,16.98922,2.9496,2.17754,78.90323,-6.106131,1.65272,0.451144,,,,,,,,,,,,-8.61737,5.07429,-1.90125,50,5.9697,2.07819,-125.61752,-2.60548,-13.69912,26.65911,-24.10739,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,4061f430-547a-11f0-b9a5-9f0da131b877,83.54854,,,7.81114,,,,,,,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:47:28.56,2025-06-28T18:47:28.5618688-05:00,2025-06-28T23:47:28.5618688Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,3d18f7f8-d26f-4384-93df-739419713ea4,55.94447,-126.87281,13.32956,6.06566,-1.47034,-12.05369,-2.01429,2.72323,-6.84956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-06-28,18:47:42.30,3,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Caufield, Tom",1000048797,Left,WAS_WIL3,Undefined,1,Top,2,1,0,TwoSeamFastBall,Sinker,InPlay,Undefined,FlyBall,Double,0,0,,87.20578,-1.678069,-2.93571,2252.956132,231.602278,1:45,6.14677,1.85597,4.71773,-24.84966,14.01556,15.94339,2.48095,0.3962,78.96072,-6.250899,-0.13835,0.448696,103.05906,21.876401,-4.481834,2098.220202,109.2726,40.34847,-12.62265,364.83873,364.83873,-10.54039,4.083516,-8.75804,7.77851,-1.57436,50,5.9556,5.72052,-126.14307,-4.63581,-13.9735,28.00224,-19.76341,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,48ad8500-547a-11f0-b9a5-9f0da131b877,84.00446,55.56368,,8.24506,,,,2.06294,2.54223,-0.39059,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:47:42.30,2025-06-28T18:47:42.3023104-05:00,2025-06-28T23:47:42.3023104Z,LineDrive,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,3f3c73f1-7b26-4fc7-bd36-a00dff8fef01,55.78101,-127.41992,14.00112,6.14644,-3.73463,-9.88171,-1.84973,6.35769,-6.98675,148.679199,2.0628,139.84073,-25.94248,6.13398,-1.3527,0.2878,-0.05293,0.0064,-0.00033,2.54231,56.32238,-15.87265,0.45995,0.04241,-0.02364,0.00279,0.00066,-0.00012,-0.39024,-10.9728,-4.40238,1.7103,-0.43372,0.08001,-0.01051,0.00086,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
6,2025-06-28,18:48:36.05,4,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Reed, Tyreque",676627,Right,WAS_WIL3,Undefined,1,Top,2,0,0,TwoSeamFastBall,Sinker,InPlay,Undefined,GroundBall,Double,0,1,,87.90825,-2.132716,-3.052818,2237.24652,230.070732,1:45,6.14026,1.70541,4.6603,-23.95974,14.29513,15.48792,2.11375,0.09318,79.81992,-6.532172,-0.338453,0.445159,87.27954,-9.527385,-47.403712,,,,,14.81318,14.81318,-37.775105,0.102471,-8.5567,8.01717,-1.40878,50,5.90127,6.05051,-127.1479,-5.65635,-13.90741,27.81171,-19.14358,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,68b52290-547a-11f0-b9a5-9f0da131b877,84.67194,2.32816,,8.08832,,,,3.14872,2.32816,0.21851,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:48:36.05,2025-06-28T18:48:36.0557568-05:00,2025-06-28T23:48:36.0557568Z,GroundBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,877e3a44-088b-4128-9a86-ed6d6a6c1412,55.83923,-128.4188,13.90585,6.13975,-4.78156,-9.57179,-1.69979,6.68603,-6.9537,335.954147,3.14896,85.41477,-18.39036,,,,,,,2.32829,-21.20464,-14.81342,,,,,,,0.21822,-92.89559,21.63598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
7,2025-06-28,18:49:21.05,5,1,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Czech, Andrew",1000069758,Left,WAS_WIL3,Undefined,1,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.93628,-2.638335,-3.061749,1577.043966,237.763779,2:00,6.13309,1.89591,4.71957,-33.89025,9.59304,13.06288,0.79989,0.07626,75.58725,-8.748269,-0.767287,0.474605,,,,,,,,,,,,-7.27071,5.79618,-1.59879,50,5.83601,5.77945,-118.63167,-6.7372,-10.40889,21.71995,-23.87611,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,83913400-547a-11f0-b9a5-9f0da131b877,79.41848,,,6.34903,,,,,,,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:49:21.05,2025-06-28T18:49:21.0505216-05:00,2025-06-28T23:49:21.0505216Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,da38189e-d9d1-45fb-869f-2f6c2b2c29b4,55.78106,-119.68543,10.85998,6.13477,-5.57883,-11.93806,-1.89144,6.28445,-5.20445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-06-28,18:49:37.50,5,2,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Czech, Andrew",1000069758,Left,WAS_WIL3,Undefined,1,Top,2,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.39901,-1.131301,-2.847208,1558.531499,244.350314,2:15,6.04529,1.94769,4.74513,-37.91199,7.1543,11.9826,1.81145,0.24342,74.02904,-7.977011,-0.74191,0.483167,,,,,,,,,,,,-6.6628,4.22429,-1.67237,50,5.898,5.28008,-116.51387,-3.70446,-9.1939,21.11218,-26.34503,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,8d664b00-547a-11f0-b9a5-9f0da131b877,78.01122,,,6.36998,,,,,,,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:49:37.50,2025-06-28T18:49:37.5058944-05:00,2025-06-28T23:49:37.5058944Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,d3ab099c-cf9b-43fe-895e-201461ec2104,55.75485,-117.55202,10.55609,6.0483,-2.409,-13.17252,-1.94312,5.73217,-4.59695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-06-28,18:49:58.40,5,3,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Czech, Andrew",1000069758,Left,WAS_WIL3,Undefined,1,Top,2,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.7708,-2.959452,-2.725779,1511.662358,241.323355,2:00,6.05178,1.89683,4.6795,-36.31242,7.31764,10.96398,0.20961,0.22,75.7421,-9.468068,-0.799588,0.475406,,,,,,,,,,,,-6.13638,4.71898,-1.62999,50,5.71738,5.16635,-118.42491,-7.50015,-8.77265,21.20102,-25.42775,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,99ce41e0-547a-11f0-b9a5-9f0da131b877,79.28482,,,6.0287,,,,,,,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:49:58.40,2025-06-28T18:49:58.4049152-05:00,2025-06-28T23:49:58.4049152Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,71de69df-781b-4e96-a758-41e6602ea83f,55.8218,-119.46261,10.60051,6.05402,-6.25557,-12.71387,-1.89337,5.59574,-4.38633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-06-28,18:50:23.01,5,4,"Wiley, Quinlan",1000087860,Right,SCH_BOO,"Czech, Andrew",1000069758,Left,WAS_WIL3,Undefined,1,Top,2,2,1,TwoSeamFastBall,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,2,,87.4299,-1.05827,-3.046324,2196.708312,227.574284,1:30,6.17741,2.05011,4.66367,-23.61241,14.80383,14.8167,3.20289,0.38831,79.70206,-5.397133,-0.450529,0.446097,110.1317,22.73076,11.212876,1915.644844,107.71096,44.51583,22.32368,419.68615,419.58309,14.217838,4.740227,-8.16457,7.91477,-1.75361,50,6.04864,6.0427,-126.60198,-3.23801,-13.23451,26.14957,-19.34447,SCH_BOO,WAS_WIL3,WintrustField,Independent,FRONT,20250628-WintrustField-1,a878fcd0-547a-11f0-b9a5-9f0da131b877,84.49391,70.24628,,7.72784,,,,2.01034,3.28414,-0.37593,4da3df19-4e87-4105-9cea-cb84746c6a7a,2025-06-28,23:50:23.01,2025-06-28T18:50:23.0115328-05:00,2025-06-28T23:50:23.0115328Z,FlyBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,053419dc-ee1f-4af8-95dc-5ef7905e559e,55.83624,-127.80177,13.07479,6.17685,-2.35045,-9.67223,-2.04479,6.64993,-6.61726,195.923269,2.00914,146.16179,-27.39614,6.65514,-1.64822,0.38483,-0.07013,0.00785,-0.00038,3.28591,62.37527,-15.87585,0.55042,0.17563,-0.12056,0.03294,-0.00422,0.00021,-0.37656,28.98417,-2.1374,0.18136,-0.04393,0.027,-0.00852,0.00122,-7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
